conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode,skillLabels
Occupation,http://data.europa.eu/esco/occupation/bc6649ff-05f8-4c98-9db6-9be0d13883a9,7223,laser cutting machine operator,laser set up operative | laser set up operator | CNC laser cutting machine tender | computer numerical controlled laser cutting machine setter | computer numerical controlled laser cutting machine operator | CNC metal cutting machine worker | laser drill operative | metal cutting machine worker | CNC metal cutting machine tender | computer numerical controlled laser cutting machine worker | cnc laser cutter | laser drill set-up inspector | laser cutting technician | metal cutting machine tender | CNC metal cutting machine setter | CNC laser cutting machine operative | laser mill operator | laser cutter production operator | CNC laser cutting machine operator | laser cutter technician | CNC laser cutting machine setter | laser mill inspector | laser cutting machine set-up operative | metal cutting machine operative | laser cutting machine tender | laser mill technician | laser cutter production operative | CNC laser cutting machine worker | computer numerical controlled laser cutting machine operative | laser cutter | laser drill set-up technician | CNC laser cutting machine set-up technician | computer numerical controlled laser cutter operator | computer numerical controlled metal cutting machine setter | laser drilling operative | laser cutting machine worker | laser drill technician | laser mill operative | computer numerical controlled metal cutting machine worker | CNC metal cutting machine operative | CNC laser set-up inspector | laser cutter production worker | laser drill operator | computer numerical controlled laser cutting machine tender | laser cutter inspector | computer numerical controlled metal cutting machine tender | laser cutting machine setter | laser drill inspector | laser cutting machine set-up operator | laser cutting machine operative | metal cutting machine setter,,released,2024-01-23T14:45:31.426Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Laser cutting machine operators set up, program and tend laser cutting machines, designed to cut, or rather burn off and melt, excess material from a metal workpiece by directing a computer-motion-controlled powerful laser beam through laser optics. They read laser cutting machine blueprints and tooling instructions, perform regular machine maintenance, and make adjustments to the milling controls, such as the intensity of the laser beam and its positioning.",7223.4.3,http://data.europa.eu/ux2/nace2.1/2553,statistical process control | CAM software | manufacturing processes | quality and cycle time optimisation | types of metal | quality standards | laser types | supply machine with appropriate tools | remove inadequate workpieces | troubleshoot | remove processed workpiece | operate precision measuring equipment | perform test run | dispose of cutting waste material | wear appropriate protective gear | read standard blueprints | ensure equipment availability | use CAM software | monitor automated machines | use automatic programming | perform machine maintenance | supply machine | consult technical resources | verify laser beam measurement | set up the controller of a machine | interpret geometric dimensions and tolerances | apply control process statistical methods | non-ferrous metal processing | geometry | cutting technologies | manufacturing of metal structures | manufacturing of cutlery | CADD software | electrical engineering | ferrous metal processing | manufacturing of metal containers | CAE software | trigonometry | manufacturing of steel drums and similar containers | CAD software | manufacturing of heating equipment | types of metal manufacturing processes | manufacturing of door furniture from metal | manufacturing of light metal packaging | manufacturing of doors from metal | manufacturing of jewellery | manufacturing of daily use goods | manufacturing of weapons and ammunition | mechanics | manufacturing of sports equipment | manufacturing of steam generators | work ergonomically | inspect quality of products | record production data for quality control | monitor stock level | procure mechanical machinery | advise on machinery malfunctions | mark processed workpiece | maintain mechanical equipment | tend CNC laser cutting machine | use CAD software | program a CNC controller | keep records of work progress | liaise with managers
Occupation,http://data.europa.eu/esco/occupation/bca063d2-a904-45db-b3f4-0fd7e681753e,7311,surgical instrument maker,surgical device repairer | medical instrument assembler | surgical device designer | medical instrument design technician | surgical instrument technician | medical instrument technician | orthopaedic appliance maker | surgical device assembler | surgical instrument designer | medical instrument repairer | surgical instrument design technician | surgical instrument repairer | surgical device technician | medical instrument designer | surgical instrument assembler | surgical device design technician,,released,2024-01-24T09:29:29.305Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Surgical instrument makers create, repair and design surgical instruments, such as clamps, graspers, mechanical cutters, scopes, probes and other surgical instruments.",7311.5,http://data.europa.eu/ux2/nace2.1/325,surgical instruments | cold forging | hot forging | metal smoothing technologies | assemble metal parts | join metals | operate precision measuring equipment | tend surface grinding machine | apply precision metalworking techniques | tend boring machine | test accuracy of surgical instruments | manipulate stainless steel | heat metals | operate drilling equipment | tend metal polishing machine | tend lathe | tend metal sawing machine | tend tumbling machine | spine surgery | orthopaedic goods industry | electroplating processes | medical devices materials | ergonomics | test medical devices | manufacture medical devices | scale etchings | manipulate medical devices materials | calibrate laboratory equipment | calibrate electronic instruments | tend electroplating machine | use CAD software | repair medical devices | operate sand blasting cabinet | tend laser marking machine | set up the controller of a machine | ensure conformity to specifications | maintain medical devices
Occupation,http://data.europa.eu/esco/occupation/bca2528a-5a87-4576-a3b5-1edbbce40a9f,5165,driving instructor,learner driver instructor | driving educator | driving trainer | teacher of driving | instructor in driving | teacher of learner drivers,,released,2024-01-23T13:50:36.719Z,http://data.europa.eu/esco/regulated-professions/unregulated,Excludes people performing the instruction of occupational drivers.,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Driving instructors teach people the theory and practice on how to operate a vehicle safely and according to regulations. They assist students in developing the skills needed to drive and prepare them for the driving theory and the driving examination. They may also supervise driving examinations.,5165.1,http://data.europa.eu/ux2/nace2.1/8553,road traffic laws | mechanical components of vehicles | health and safety measures in transportation | curriculum objectives | guarantee students' safety | control the performance of the vehicle | monitor developments in field of expertise | drive vehicles | show consideration for student's situation | diagnose problems with vehicles | adapt teaching to student's capabilities | apply teaching strategies | adapt to new technology used in cars | ensure vehicle operability | teach driving practices | give constructive feedback | interpret traffic signals | park vehicles | ensure vehicles are equipped with accessibility equipment | assist students in their learning | encourage students to acknowledge their achievements | perform defensive driving | physical parts of the vessel | customer service | car controls | operation of different engines | mechanics of vessels | vessel fuels | types of vehicles | adult education | types of maritime vessels | learning difficulties | vessel electrical system | driving examinations | mechanics of motor vehicles | vessel stability principles | types of vehicle engines | vessel safety equipment | fishing vessels | driver's license structure | mechanics | engine components | drive automatic car | use water navigation devices | drive in urban areas | read maps | take over pedal control | manoeuvre bus | assess students | manoeuvre heavy trucks | inspect vessel | write work-related reports | operate GPS systems | conduct water navigation | demonstrate when teaching | teach driving theory | anticipate change in car technology | use geographic memory | provide lesson materials | apply health and safety standards | drive two-wheeled vehicles | operate an emergency communication system
Occupation,http://data.europa.eu/esco/occupation/bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,8112,mineral crushing operator,mineral crushing machine operative | stone crushing machine operative | stone crushing process operative | stone crushing plant operative | stone crushing machine operator | mineral crushing plant operator | mineral crushing process operator | stone crushing plant operator | mineral crushing process operative | stone crushing process operator | mineral crushing machine operator | mineral crushing plant operative | stone crushing operator,,released,2024-01-23T14:53:44.58Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Mineral crushing operators operate and monitor crushers and other machines to crush materials and minerals. They move stones to the crushers, fill the machines with minerals, monitor the crushing process and ensure that the end products meet requirements.",8112.1,http://data.europa.eu/ux2/nace2.1/0812,types of stone for working | quality standards | inspect quality of products | operate crusher | troubleshoot | use personal protection equipment | supply machine | set up machine controls | maneuver stone blocks | measure materials | mechanics | brush the equipment | collect samples | monitor machine operations | weigh materials | perform test run | maintain equipment | clean waste materials from machines | operate bulldozer | monitor conveyor belt | consult technical resources | report defective manufacturing materials | record production data | keep records of work progress | operate raw mineral size reduction equipment
Occupation,http://data.europa.eu/esco/occupation/bcba793e-44fe-45eb-b0fb-56772529cbab,3343,editorial assistant,travel and property editorial assistant | editorial production assistant | digital editorial assistant | magazine editorial assistant | children's editorial assistant | beauty editorial assistant | editorial arts assistant | commercial editorial assistant | fashion editorial assistant | editorial intern | online editorial assistant | editorial aide,,released,2023-12-21T08:52:41.021Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Editorial assistants support the editorial staff at all stages of the publication process of newspapers, websites, online newsletters, books and journals. They collect, verify and process information, acquire permits and deal with rights. Editorial assistants act as point of contact for the editorial staff, schedule appointments and interviews. They proofread and give recommendations on the content.",3343.2,http://data.europa.eu/ux2/nace2.1/5813,digital journalism | media law | editorial standards | linguistics | database management systems | desktop publishing | press law | use spreadsheets software | follow newspaper house style | check correctness of information | consult information sources | adapt to type of media | use word processing software | structure information | manage information sources | digital content creation | search engines | writing techniques | audio editing software | authoring software | participate in editorial meetings | select scripts | answer incoming calls | interview people | search databases | evaluate interview reports | use specific writing techniques | edit scripts
Occupation,http://data.europa.eu/esco/occupation/bcc199fe-f7df-42a5-bd45-e33ae6160f26,7541,rescue diver,lifeguard | dive emergency worker | underwater rescue worker | emergency rescue diver | para-rescue diver | diver life support technician | dive rescue technician | search and rescue diver,,released,2024-01-25T14:50:34.075Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Rescue divers are divers that manage underwater emergencies. They prevent and manage problems underwater, handle dive emergencies and operate rescue equipment. Rescue divers manage diving operations in seas or waterways. They work under demanding physical conditions to rescue and retrieve people or objects.",7541.3,http://data.europa.eu/ux2/nace2.1/8424,diving operation requirements | crisis intervention | diving equipment | diving vessels systems | first aid | provide first aid | react calmly in stressful situations | comply with the planned time for the depth of the dive | deal with pressure from unexpected circumstances | display warnings around dive site | perform diving interventions | dive with scuba equipment | comply with legal requirements for diving operations | perform search and rescue missions | handle stressful situations in the work place | maintain diving equipment | ensure health and safety of dive teams | ensure diving operations conform with plan | check diving equipment | tolerate stress | implement dive plans | assist in maritime rescue operations | coordinate rescue missions | interrupt diving operations when necessary | apply crisis management | critique the dive with the dive team | assist with emergencies | maintain equipment | conduct physical examination in emergency | assess nature of injury in emergency
Occupation,http://data.europa.eu/esco/occupation/bcc21c63-7eee-4520-8fa7-43eefd389668,3119,industrial engineering technician,industrial tool design quality control inspector | industrial tool design technologist | industrial tool development inspector | industrial tool technologist | industrial tool design inspector | industrial tool development technologist | industrial tool inspector | industrial tool design quality control technologist,,released,2024-01-16T15:08:11.125Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Industrial engineering technicians assist industrial engineers in improving efficiency, safety and productivity in manufacturing plants. They conduct production studies, prepare layouts for machinery and equipment and suggest solutions to remedy quality problems.",3119.8,http://data.europa.eu/ux2/nace2.1/7112,engineering principles | engineering processes | CAE software | industrial engineering | create solutions to problems | resolve equipment malfunctions | record test data | troubleshoot | adjust engineering designs | conduct routine machinery checks | advise on manufacturing problems | perform maintenance on installed equipment | analyse test data | collaborate with engineers | define part requirements | read engineering drawings | mathematics | CAD software | blueprints | mechanics | manage supplies | order supplies | operate welding equipment | use computer-aided engineering systems | perform test run | create technical plans | oversee quality control | read standard blueprints | secure working area | use testing equipment | use CAD software | assess operating cost | analyse production processes for improvement | operate soldering equipment
Occupation,http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94,1349,service manager,service operations manager | customer service manager | field service manager | service director | regional service manager | service coordinator | corporate service coordinator | client services manager | client services coordinator | client services representative | support services manager,,released,2025-03-18T15:00:03.992Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Service managers are responsible for the supervision and coordination of the provision of different professional and technical services to customers. They ensure a smooth interaction with clients and high levels of satisfaction post-service. This occupation includes the provision of policing, correctional, library, legal and fire services.",1349.21,http://data.europa.eu/ux2/nace2.1/701,customer service | corporate social responsibility | data protection | information confidentiality | product comprehension | video conferencing tool | customer relationship management | guarantee customer satisfaction | create solutions to problems | communicate with customers | sell services | maintain relationship with customers | handle customer complaints | perform customers’ needs analysis | manage staff | inform customers of activity changes | identify customer's needs | maintain customer service | contact customers | maintain professional administration | perform customer management | provide high quality customer service | supervise work | communicate with customer service department | develop professional network | manage customer service | respond to customers' inquiries | build business relationships | develop business plans | monitor customer service | follow company standards | business management principles | relationship marketing | business analysis | accounting techniques | employment law | advertising techniques | e-commerce systems | call quality assurance management | sales strategies | company policies | manage supplies | carry out inventory planning | persuade clients with alternatives | implement marketing strategies | represent the organisation | perform risk analysis | order supplies | coordinate events | manage a small-to-medium business | analyse call centre activities | manage payroll reports | use different communication channels | assess employees' capability levels | manage health and safety standards | provide cost benefit analysis reports | manage profitability | analyse business processes | manage membership database | evaluate performance of organisational collaborators | oversee quality control | collect items for laundry service | establish daily priorities | interview people | deal with pressure from unexpected circumstances | manage workflow processes | plan shifts of employees | measure customer feedback | keep records of customer interaction | evaluate employees | fix meetings | write work-related reports | plan marketing campaigns | create a work atmosphere of continuous improvement | manage key performance indicators of call centres | produce sales reports | implement sales strategies | achieve sales targets | analyse customer service surveys | develop working procedures | supervise sales activities | stimulate creative processes | analyse goal progress | make strategic business decisions
Occupation,http://data.europa.eu/esco/occupation/bcde2372-fcf3-4270-8f62-c5583d1bb9ec,7422,fibre optic installer,fibre optic technician | fibre optic splicer,,released,2023-10-25T12:41:36.351Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Fibre optic installers carry out the installation of optical fibre and are responsible for all the tasks required to assemble the cabling system: soldering, splicing, connecting and troubleshooting. Moreover, they design and test the whole installation and provide maintenance guidelines to customers.",7422.8,http://data.europa.eu/ux2/nace2.1/4321,soldering techniques | optomechanical components | wire harnesses | rigging terminology | optical engineering | fibre optics | install power lines | apply soldering techniques | splice cable | advise on equipment maintenance | use wire hand tools | install electronic communication equipment | inspect cables | repair wiring | ensure conformity to specifications | operate soldering equipment | ensure compliance with maintenance legislation | electrical engineering | electrical wire accessories | MOEM | electricity | troubleshoot | monitor customer service | anticipate installation maintenance | install low voltage wiring
Occupation,http://data.europa.eu/esco/occupation/bcead4e9-3697-4831-b62e-ddb83d7d469d,6223,fisheries master,master of fishing vessel | fishing vessel captain,,released,2024-02-08T12:45:58.253Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Fisheries masters plan, manage and execute the activities of fishing vessels inshore, coastal and offshore waters. They direct and control the navigation. Fisheries masters can operate on ships of 500 gross tonnage or more. They control the loading, unloading and stevedoring, as well as the collection, handling, processing and preservation of fishing.",6223.2,http://data.europa.eu/ux2/nace2.1/0311,fisheries management | fishing industry | international regulations for preventing collisions at sea | fishing gear | pollution prevention | assessment of risks and threats | code of Conduct for Responsible Fisheries | International Convention for the Prevention of Pollution from Ships | deterioration of fish products | fisheries legislation | maritime meteorology | fishing vessels | risks associated with undertaking fishing operations | Global Maritime Distress and Safety System | quality of fish products | provide on-board safety training | work in outdoor conditions | assess trim of vessels | use meteorological information | provide first aid | prepare safety exercises on ships | use water navigation devices | extinguish fires | coordinate cargo handling | secure cargo in stowage | undertake navigation safety actions | assess stability of vessels | communicate using the global maritime distress and safety system | prevent sea pollution | coordinate fire fighting | apply fishing maneuvres | survive at sea in the event of ship abandonment | ensure vessel compliance with regulations | conduct water navigation | coordinate fish handling operations | recognise abnormalities on board | use maritime English | evaluate schools of fish | schedule fishing | maintain safe navigation watches | support vessel manoeuvres | train employees | swim | operate ship rescue machinery | preserve fish products | lead a team | manage groups outdoors | deal with challenging work conditions | respond to changing situations in fishery | adapt to changes on a boat | evaluate outdoor activities | prepare fishing equipment | communicate in an outdoor setting | handle challenging situations in fishery operations | work in a multicultural environment in fishery | implement risk management for outdoors
Occupation,http://data.europa.eu/esco/occupation/bced9b86-d4e7-42f8-bb47-acb2001b9bd0,5142,manicurist,finger nail technician | nail technician,,released,2024-01-16T14:36:11.348Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Manicurists provide fingernail care. They clean, cut and shape the nails, remove cuticles and apply polish. Manicurists apply artificial fingernails and other decorative items on nails. They advice on nail and hand care and sell specialised products.",5142.6,http://data.europa.eu/ux2/nace2.1/9622,cosmetic manicure | cosmetic skin treatment | cosmetics | cosmetics industry | skin types | sterilise working environment | work ergonomically | decorate nails | maintain equipment | treat nails | identify customer's needs | maintain customer service | advise customers on usage of cosmetics | conform to cosmetics regulatory requirements | shape nails | apply nail polish | communicate with customers | order supplies | give massages | test make-up | manage a small-to-medium business | maintain relationship with suppliers | offer cosmetic beauty advice | monitor stock level | manufacture cosmetics | sell cosmetics | maintain professional administration | administer appointments | recommend cosmetics to customers | keep personal administration | comply with legislation related to health care | perform body piercings | process payments | use hair removal techniques | issue sales invoices
Occupation,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf,2146,metallurgist,steel industry experts | extraction metallurgist | chemical tester | physical metallurgist | chemical technician | forging engineer | consultant metallurgist,,released,2023-10-31T17:33:40.374Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Metallurgists specialise in the extraction and processing of metals such as iron, steel, zinc, copper and aluminium. They work to mold or combine both pure and mixed metals (alloys) into new shapes and properties. Metallurgists handle the extraction of metal ores and develop their use in metal processing techniques. They may work in both manufacturing or do scientific research about the performance of metals.",2146.5,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/242,
http://data.europa.eu/ux2/nace2.1/2441,
http://data.europa.eu/ux2/nace2.1/2442,
http://data.europa.eu/ux2/nace2.1/2443,
http://data.europa.eu/ux2/nace2.1/2444,
http://data.europa.eu/ux2/nace2.1/243,
http://data.europa.eu/ux2/nace2.1/245,
http://data.europa.eu/ux2/nace2.1/241,
http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/071,
http://data.europa.eu/ux2/nace2.1/0729",non-ferrous metal processing | precious metals | metal and metal ore products | alloys of precious metals | ferrous metal processing | metal forming technologies | types of metal | types of metal manufacturing processes | precious metal processing | conduct metallurgical structural analysis | join metals | manipulate metal | work in metal manufacture teams | prepare scientific reports | shape metal over anvils | assess suitability of metal types for specific application | perform metal work | chemical technologies in metal manufacture | innovation processes | design drawings | materials engineering | physics | chemical processes | manufacturing of jewellery | ensure compliance with environmental legislation | design metal components | cast metal | provide technical documentation | process incident reports for prevention | troubleshoot | interpret extraction data | monitor manufacturing quality standards | ensure public safety and security | extract materials from furnace | prepare extraction proposals | ensure health and safety in manufacturing | make time-critical decisions | extract products from moulds | liaise with quality assurance | monitor extraction logging operations | perform sample testing | address problems critically | install monitors for process control | prepare samples for testing | separate metals from ores | develop new installations | fabricate metal parts | test raw minerals | apply health and safety standards | conduct chemical testing on basic metals
Occupation,http://data.europa.eu/esco/occupation/bcffa133-c499-4db4-8e4f-b2d95da3b0fc,7221,farrier,horse hoof trimmer | horse shoe fitter | horse pedicure specialist | farriers | shoesmith,,released,2024-01-25T09:58:16.635Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Farriers inspect, trim and shape the hooves of horses and make and fit horseshoes, in compliance with any regulatory requirements.",7221.1.1,http://data.europa.eu/ux2/nace2.1/254,control animal movement | prepare equid hooves | make farrier tools and supplies | attach horseshoes | advise horse owners on farriery requirements | carry out post hoof-trimming activities | assess equid footcare requirements | analyse animal locomotion | farrier industry | types of metal | forging processes | create solutions to problems | manage animal biosecurity | manage time in agricultural production | use different communication channels | apply smithing techniques | work with blacksmithing power tools | work with blacksmithing hand tools | apply animal hygiene practices | understand the needs of animals | shape metal over anvils | work independently in agriculture
Occupation,http://data.europa.eu/esco/occupation/bd1cd902-1fb1-40b1-abce-bb9ef60805b4,5419,coastguard watch officer,maritime and coastguard officer | coastguard | coastguard officer | coastguard rescue officer,,released,2024-01-23T09:45:46.016Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Coastguard watch officers patrol and survey coast and sea regions to prevent accidents, as well as perform search and rescue missions in the event of an emergency. They react to emergency calls, advise on safety procedures, and prevent accidents and illegal activity at sea. Coastguard watch officers investigate shipping activities and aid during pollution incidents and in flood relief.",5419.3,http://data.europa.eu/ux2/nace2.1/8424,first response | apply first response | perform risk analysis | read maps | advise on safety improvements | write work-related reports | supervise crew | identify security threats | analyse weather forecast | estimate damage | assist in maritime rescue operations | coordinate rescue missions | ensure law application | develop contingency plans for emergencies | law enforcement | influence of winds and currents in the steering of ships | pollution legislation | pollution prevention | flood remediation equipment | operate radio equipment | evacuate people from flooded areas | undertake inspections | use different communication channels | prevent sea pollution | develop flood remediation strategies | treat flood damage | maintain ship logs | provide advice on breaches of regulation | check official documents | assist in ship maintenance | perform search and rescue missions | identify risk of flooding | report pollution incidents | integrate Committee on Safe Seas guidelines into inspections | maintain operational communications | patrol areas | operate an emergency communication system
Occupation,http://data.europa.eu/esco/occupation/bd206ee9-61d6-45de-a369-0c71b8429efa,7531,wig and hairpiece maker,hairpiece maker | senior wig maker | wig-hairpiece maker | wig builder | wig consultant | wig maker | wig specialist | wig and hairpiece builder | make up artist & wig maker | junior wig maker | wig & hairpiece maker | wig and hairpiece technician | wig technician,,released,2024-01-25T14:36:08.443Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Wig and hairpiece makers create adapt and maintain hair prostheses for use in live performance. They work from sketches, pictures and artistic visions combined with knowledge of the human body to ensure the wearer maximum range of movement. They work in close cooperation with the designers.",7531.6,http://data.europa.eu/ux2/nace2.1/3299,work ergonomically | understand artistic concepts | dye wigs | maintain wigs | use personal protection equipment | adapt to artists' creative demands | prepare personal work environment | maintain theatre equipment | translate artistic concepts to technical designs | work safely with chemicals | meet deadlines | create wigs | maintain workshop space | decide on wig making process | manage personal professional development | work with respect for own safety | keep up with trends | manage consumables stock | manage technical resources stock | plan workshop activity | develop the look of a production | support a designer in the developing process | keep personal administration | organise workshop space | develop professional network | design make-up effects
Occupation,http://data.europa.eu/esco/occupation/bd22a34c-1dc2-48df-a254-66e5d03dec12,8350,matrose,watchstander | able seawoman | able seaman | dayworker | AB,,released,2024-01-23T10:38:28.129Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Matroses are members of the deck department of an inland water transportship. They may work on the helm, on the deck, in the cargo hold and in the engine room. They may be called on to use emergency, lifesaving, damage control, and safety equipment. They perform all operations connected with the launching of lifesaving equipment and are expected to be able to operate deck machinery, mooring and anchoring equipment.",8350.5,http://data.europa.eu/ux2/nace2.1/50,types of cargo | international regulations for cargo handling | inland waterway police regulations | influence of winds and currents in the steering of ships | national regulations on handling cargo | european classification of inland waterways | vessel safety equipment | passenger transport regulations | principles of combustion engines | anchors used in inland water transport | use modern electronic navigational aids | launch lifeboats | assess trim of vessels | help to control passenger behaviour during emergency situations | facilitate safe disembarkation of passengers | provide first aid | maintain ropes | execute safety assurance exercises | manipulate sails on vessels | secure cargo in stowage | use riverspeak to communicate | maintain service record book | moor vessels | ensure integrity of hull | undertake navigation safety actions | assess stability of vessels | use equipment for safe stowage | communicate reports provided by passengers | clean parts of vessels | follow written instructions | apply regulations on cargo transport operations | use waterway traffic control systems | adjust weight of cargo to capacity of freight transport vehicles | operate marine communication systems | use ballasts | assist anchoring operations | prepare engine room for operation | steer ship in compliance with helm orders | perform vessel maintenance and cleaning | load cargo onto ships | perform daily maintenance on ship machinery | paint ship decks | manage on board hazards | navigate European inland waterways | steer vessels | maintain vessel technical equipment according to instructions | secure ships using rope | use different types of fire extinguishers | manage environmental aspects of inland waterway transportation | understand different types of locks and their operation | read stowage plans | adhere to traffic regulations on inland waterways | operate life-saving appliances | unmoor vessels | comply with checklists | maintain vessel engine room | swim | follow verbal instructions | follow procedures in the event of an alarm | physical parts of the vessel | vessel fuels | principles of mechanical engineering | vessel stability principles | inland waterway ship building | vessel points of sail | engine components | act reliably | use different communication channels | operate vessel engine room | show intercultural awareness | ensure vessel compliance with regulations | prepare simple meals on board | distinguish various types of ships | prevent damage to electrical devices on board | perform manual work autonomously | perform services in a flexible manner | implement environmental protection measures
Occupation,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7,2514,ICT application developer,application developer | application software developers | application designer | app software developer | software programmer | application software engineer,,released,2025-08-01T12:19:48.208Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","ICT application developers implement the ICT (software) applications based on the designs provided using application domain specific languages, tools, platforms and experience.",2514.2,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622",computer programming | ICT debugging tools | integrated development environment software | tools for software configuration management | use an application-specific interface | propose ICT solutions to business problems | develop automated migration methods | identify customer requirements | utilise computer-aided software engineering tools | debug software | use software design patterns | manage business knowledge | develop software prototype | interpret technical texts | use software libraries | create flowchart diagram | analyse software specifications | Haskell | KDevelop | SAS language | Ruby (computer programming) | Common Lisp | Apache Maven | Lisp | Visual Basic | Java (computer programming) | Drupal | software frameworks | Prolog (computer programming) | OpenEdge Advanced Business Language | JavaScript | Perl | PHP | software anomalies | Xcode | Assembly (computer programming) | C# | R | Groovy | ASP.NET | APL | SQL | object-oriented modelling | Outsourcing model | Puppet (tools for software configuration management) | hybrid model | STAF | Eclipse (integrated development environment software) | WordPress | Ansible | NoSQL | ICT security legislation | Microsoft Visual C++ | TypeScript | World Wide Web Consortium standards | Ajax Framework | Objective-C | JavaScript Framework | ML (computer programming) | IBM WebSphere | SPARK | Open source model | AJAX | C++ | SAP R3 | Swift (computer programming) | MATLAB | Salt (tools for software configuration management) | Python (computer programming) | Scratch (computer programming) | VBScript | COBOL | Pascal (computer programming) | ABAP | Internet of Things | Jenkins (tools for software configuration management) | Scala | migrate existing data | use concurrent programming | use logic programming | do cloud refactoring | use object-oriented programming | collect customer feedback on applications | use query languages | use automatic programming | develop creative ideas | develop food scanner devices | use functional programming | integrate system components | adapt to changes in technological development plans | design user interface
Occupation,http://data.europa.eu/esco/occupation/bd2c868c-371b-4958-83b4-012c52bc7faf,2659,stand-up comedian,stand up comedian | comic | humorist | stand up | stand up comic | comedian | stand-up | stand-up comic,,released,2024-01-25T11:05:16.022Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Stand-up comedians tell humorist stories, jokes and one-liners typically described as a monologue, act or routine. They often perform in comedy clubs, bars, nightclubs and theatres. They may also use music, magic tricks or props to enhance their performance.",2659.2.4,http://data.europa.eu/ux2/nace2.1/902,acting techniques | perform live | manage feedback | follow time cues | tell a story | study roles from scripts | attend rehearsals | show professional responsibility | create an artistic performance | engage the audience emotionally | interact with fellow actors | analyse own performance | interact with an audience | follow directions of the artistic director | work independently as an artist | act for an audience | use declaiming techniques | work with an artistic team | keep up with trends | perform dances | perform for young audiences | play musical instruments | sing | practice humour | develop magic show concepts
